Lat,Long
11.78868967,39.70256113
11.23975571,37.5595623
11.73003596,39.86049785
11.807867,38.208283
12.11504746,36.19211914
13.229168,37.25285
13.08174316,37.92919507
12.21178774,38.65979803
12.27707404,39.50714789
11.62923388,39.56953252
13.21594476,37.1587256
11.48521916,39.78880667
11.54696618,39.79737273
12.421567,37.320933
11.05799351,39.47807397
10.22401967,39.35506591
11.086833,39.736017
11.26364755,38.15314349
11.19228156,37.46580552
11.1901103,37.4622165
10.78896087,37.20939883
11.32140607,39.92047839
11.75922979,37.45994503
10.43352378,39.92951923
11.22330769,37.62931025
9.578975556,39.50614503
8.963147253,39.50078529
11.84579674,39.27515044
12.7506709,37.56397755
10.77625265,38.0236456
11.19490293,39.71515554
10.87117905,38.65113791
11.37324347,37.45462807
9.3833,39.4
10.484011,37.022087
11.5883688,39.82307091
11.59158107,39.7948743
11.69706637,37.54233386
11.69722914,39.68922623
11.86054939,39.38032262
10.68386639,36.39234289
11.35130967,39.45512407
11.87395,37.025767
10.66756708,36.758304
10.47910039,39.44140053
11.13704237,39.16419134
10.01986192,38.80480762
12.65593861,37.02756376
11.272883,39.5406
10.50525,37.986717
11.78465829,37.91863571
10.34167658,39.93618172
11.6421841,37.49548137
11.50737573,36.94989079
11.51537072,36.95388828
12.0333,39.0333
11.79873893,39.31985259
9.941815599,39.09855208
12.34384255,37.51618608
11.85442228,39.70018167
11.68501439,37.21184962
11.70527503,37.16139267
11.85769404,39.67698192
10.58075804,37.16954286
12.36026084,37.48549103
10.29048569,38.32845455
11.25094122,37.17567784
10.83978616,37.16764722
9.802917,38.9017
10.13958847,39.78614493
10.57664937,38.5328311
12.55738927,36.40103581
11.69050455,36.94117747
12.19914403,37.87541137
11.64852536,37.89080791
11.49280103,38.62018267
11.53563133,38.66122837
11.79827674,37.1774664
10.98148306,37.63045239
11.91933579,38.09090868
11.38618979,38.0502318
10.654,39.156783
10.7517442,38.41260816
13.23498044,38.5135907
11.71931433,38.07878533
12.96181832,37.9943923
10.4784966,38.7160496
10.38383102,39.9984454
10.242133,37.935083
12.55829148,37.76635071
11.20891994,38.05082666
12.68034223,38.96135771
10.47215754,38.13952535
11.71232268,37.92720177
12.78509377,37.30485425
10.489583,39.856867
10.54988043,38.66548606
12.391,37.5615
11.553686,39.45115434
10.03064855,37.92584975
11.12688514,39.99424168
10.705,37.175033
13.16716581,38.11526892
10.58707352,36.89697362
12.923923,37.027014
11.74743999,38.69561901
11.22575,39.057117
11.27278745,38.88477123
9.964269779,39.28396285
13.29478423,37.2583457
13.34475291,37.23336136
11.85213627,38.80388449
12.04760493,39.04765018
11.98881605,38.01619361
10.72094909,40.02033644
11.55709457,37.75654484
12.28042,35.75905723
12.29967892,39.39769269
10.310131,39.663771
10.30835,39.6582
11.14869779,37.98008163
13.30972526,37.85724612
9.270256353,39.665791
11.00872599,38.36085488
13.0191,38.1369
10.740967,38.756767
11.01111813,39.84361867
12.036883,39.051933
10.8347655,37.26115211
11.07696098,39.27067222
10.6925,39.79
10.86000968,38.41260816
10.85439605,37.39440192
11.94447032,38.31025787
12.24614105,39.67192557
12.95000033,36.25255745
11.83603828,37.75332123
11.74621629,39.66776151
11.7895372,36.73249473
10.75207923,37.3485973
10.84805,36.347387
10.20355,39.096
11.41667,37.16667
12.91985058,37.54184856
11.35549474,37.90466629
10.4158665,39.95026131
11.73765023,39.55687863
10.869683,38.2694
10.8908795,36.72189824
11.12098101,39.23081625
11.12192885,38.02767085
13.08420193,36.44529379
12.95999407,36.4138849
13.13274294,36.50811156
13.18699465,36.38533137
11.48333,37.26667
10.3711819,39.82291937
12.28242783,39.67965882
9.211167,39.704817
12.951867,36.1563
12.769367,36.408167
9.817932927,39.38604173
9.9242,39.7241
12.27623857,37.74596869
11.67654301,38.39734614
12.17037985,37.6061297
12.4359277,37.50119547
12.81705786,37.8052549
11.90230893,39.56128063
9.710857182,39.46813314
9.758684348,39.49311748
10.1188,39.657433
11.074633,37.8758
12.52985692,38.03820413
11.232408,39.83053163
10.61052397,38.93880483
10.61617519,38.93226131
11.25627122,37.95320729
11.16999474,39.38897506
11.37288662,39.72895641
10.12827691,39.96894008
10.61385444,38.00080277
11.99763625,39.0643064
12.54172448,37.110369
11.7465,38.459833
12.593667,36.7738
11.47653792,36.85832913
11.47672827,36.85414128
12.64430899,37.64107209
10.70381697,40.08136961
11.37917037,36.8521108
10.67331228,39.90236276
11.40566567,37.40363417
11.1918988,37.64465777
10.32813696,39.77409692
12.69142232,37.70388986
10.53965,39.591183
12.211044,39.72605831
8.995269976,39.33731632
10.256627,38.908256
11.06406113,39.91559736
11.67648403,37.9526739
11.30804828,37.20542111
10.03413869,39.29366788
11.6783519,37.45312696
10.540617,37.7565
11.81452154,36.7524822
13.29922589,38.37938909
11.61237161,39.38567641
11.79941095,38.11803454
12.621333,39.0435
13.38705775,37.76147281
12.989583,37.28955
11.79520084,36.98638723
10.92080681,37.539438
11.728775,38.345074
12.62566988,37.26963823
13.4634087,38.3272789
13.00179327,37.60511248
13.00940754,37.60796784
10.919783,37.8879
12.91993981,37.12541314
13.29137367,38.45719747
10.93508245,38.87418263
13.04605124,37.99581998
11.41619281,39.69992699
10.874217,39.640783
13.08687314,38.52222819
9.95455,39.624367
12.57904236,36.02317741
12.61473428,35.90777355
11.58420896,39.04305998
12.40823672,37.16854682
12.76209231,37.78312591
10.303983,39.988433
12.17368135,37.72010589
10.90930694,39.30700064
10.94499885,39.2802317
11.1135,39.623933
11.82278519,37.23909444
12.518539,37.026352
13.32757122,38.07080275
12.73150064,38.96611664
11.91281253,38.72179308
12.07794306,38.90369279
10.53676068,39.07562384
10.9896922,37.327547
12.30458145,37.55687486
11.92565755,39.05538343
12.37607434,36.46099823
11.933024,36.873689
11.28434086,37.67713741
11.069917,37.889
10.96369469,37.96877919
12.48747277,36.67564148
12.11729057,37.83543643
10.63792941,39.33420581
10.79573555,39.83204969
11.4126018,37.95998876
10.74791517,37.39737625
12.7612439,39.24272898
13.24838474,37.46535881
,
11.63045551,39.42660314
10.80724513,37.84802154
12.00450412,37.69980715
10.6426,36.936467
12.573517,36.133384
11.64624658,37.0863246
10.37953331,39.54852402
10.390485,39.504428
9.906448876,39.77912869
9.910018068,39.7755595
11.9780057,38.98697392
12.52557389,37.93053352
11.08106351,37.10292588
12.30849764,37.08655853
11.32259581,39.975206
11.76617141,36.91976233
11.75573414,39.60446785
11.20854201,39.42561875
10.81786454,39.70819875
10.86319327,39.7278293
11.11233557,37.44249281
12.04701007,38.95128201
10.57259458,37.59545683
11.23333,39.68333
10.99057891,37.08476605
10.49866663,37.12671256
12.46162587,37.46193437
12.64787818,37.73886794
10.76673671,37.65008294
11.74767793,39.11119188
11.1111581,36.89970347
11.03408616,40.07038444
10.71617126,38.20805382
13.46697789,38.40294576
11.59386734,39.12664035
11.36812967,37.29346116
11.27057177,37.01090017
11.7821321,37.67766571
10.95151263,39.54469888
13.38560033,38.46362201
11.40810264,39.65709669
12.63621883,37.89127241
11.11235229,38.75342499
12.619367,39.035833
11.66951264,38.74320823
11.27125508,39.75708481
10.90166292,39.75676834
11.15219359,37.15961648
12.761167,37.406783
12.14382423,39.48097382
11.83473224,39.80814971
10.85227833,37.51980745
10.67417455,39.05153179
11.62920233,39.3127142
12.5402968,36.98116427
10.80379122,36.59412119
10.45905371,39.97881485
13.01892539,37.84163091
10.08407564,39.86336161
10.7725358,39.77173035
11.82580926,39.24469334
10.70323669,38.6776451
13.35276376,38.42721626
9.398390328,39.59357435
10.71438857,37.66198025
11.33560522,39.38707149
10.83197446,39.13924864
11.73092429,39.40372859
11.46921513,39.61831147
10.857167,37.018933
11.04078554,36.54843554
11.1488326,37.22766907
11.07850369,37.77901718
11.27278745,38.75568547
10.95832383,39.64984131
10.29672807,39.55923159
12.69699846,39.20882166
12.776067,38.79015
10.78273299,36.75640043
11.368945,37.040303
11.53268941,39.72206279
11.399681,38.237022
11.90147346,37.56236948
11.35313312,37.50578047
12.35782189,37.80204263
11.1105677,38.86169046
11.74196723,39.22017119
11.1062382,37.55614182
12.95801118,38.27802406
9.563271113,39.66533097
10.6313315,36.8736549
11.15517813,37.02522003
12.09816848,39.12974158
10.61110127,40.05376787
11.53686916,37.69943778
11.80752138,38.76402851
11.41488609,38.32538077
11.41945465,38.32233506
10.52615932,36.89507005
11.22580612,37.75780114
11.2787361,39.00136482
10.22267105,38.02507327
13.07983959,37.84543805
12.38610773,37.42624245
12.52746186,39.05118237
11.15228077,37.73031837
11.04221691,38.27691939
11.47276647,37.39030919
10.90383418,39.55989769
12.01890252,39.64099257
10.97444766,38.76011722
10.04365653,38.90807623
10.18832776,39.02022816
10.19546614,39.04116741
12.82990695,37.71245592
11.9748825,39.77959618
10.715134,38.76758873
10.65850282,38.63624248
10.54205498,39.12807112
12.25394386,39.34603459
12.26941035,39.35376784
12.63566362,37.32484172
10.56971544,38.16213023
12.09326068,39.75104265
11.91289754,39.47597695
11.29225768,40.04777956
12.51230839,37.52546598
10.47732916,39.78194914
11.57731999,37.79818541
11.33693495,37.94785351
11.589683,39.2066
10.228813,38.02388
13.089233,37.825649
11.824183,39.59185
11.8262,39.5928
10.836317,39.811638
11.923583,37.702667
10.576267,39.436033
10.704053,39.27058
10.46334155,36.9655021
11.01288,37.750781
11.12906723,37.80340665
11.506967,39.606017
11.75252186,39.52499385
11.75966025,39.51309655
11.84795196,38.20083978
11.55,39.6166
12.09777899,37.68410271
10.22590712,37.48195654
11.23638487,39.22546246
11.93740598,39.80398565
11.28970264,36.96061423
10.426506,37.898078
10.600043,37.433353
11.16118996,37.92178484
10.20514262,39.62315185
10.4408,38.3419
11.1333938,37.51209205
10.37295781,37.39058524
11.43802634,37.56400984
11.68343248,39.13926952
11.12781879,38.64753897
11.49656108,37.48596352
10.41769167,37.37559463
12.61609678,38.87212793
10.22167987,39.7712733
10.155067,37.742667
10.6405044,38.06933125
11.13834791,39.0941638
10.04135612,37.73168573
11.21466912,38.64753897
11.44135759,37.49833672
11.27683571,39.29625143
11.54890922,37.51118581
10.73423327,37.43663736
12.73068343,37.59752795
11.47495377,38.81162946
10.40541365,37.97367691
10.74256138,37.30041321
10.331932,38.1462
10.8688561,39.02265505
10.45985167,37.26466181
9.977983406,38.92235299
10.0027298,38.9280637
9.859248302,38.83942878
12.06667,37.7
11.64979837,37.21565675
11.49989233,37.26419776
10.82473048,36.42755892
11.52130748,37.31131109
11.598704,36.956826
11.16908572,37.33934318
11.19085779,37.33006328
13.29240477,37.08583478
11.25435965,37.76279801
13.339574,37.881666
13.10292036,38.27731022
12.80437732,36.50382853
12.95428336,36.3225136
13.08562961,36.2554128
11.46970887,37.98604385
11.7,37.3
10.712034,36.492453
10.89594144,37.24378997
10.77809673,37.84385749
10.55744923,37.03421101
11.22238769,37.15009864
13.31263019,36.48348414
13.32214803,36.49657117
13.33226074,36.4293514
10.219017,39.464167
9.986390571,37.68885543
11.9692881,37.9180989
10.13915197,37.95725863
11.88196454,39.45741716
10.85078558,36.74926204
10.07411363,39.09034294
11.57076457,36.7564882
11.5728585,36.75363284
11.73183426,37.87104649
10.31047316,37.96582469
10.35044811,37.93584348
12.18308533,39.76531941
12.38637542,38.15384593
11.62870488,38.84425601
11.62870488,38.84038938
10.28825064,34.78106858
10.53143155,34.51314127
10.20401772,34.69778744
10.13349049,34.6917912
11.53365101,35.17042771
9.947283393,34.6626666
9.991255833,34.57376993
10.0373222,34.59242491
9.499628256,36.48999985
9.423069098,36.34812449
11.3977362,36.30628722
10.057733,34.535267
11.77978246,35.31947715
10.65526505,36.12934257
11.13077654,35.47844101
10.44101203,34.52789392
9.754617,34.7229
9.650772589,34.40191664
10.75034831,35.43863262
10.50907096,36.00751416
10.09123127,34.60841489
10.02209365,34.74509113
9.971306432,35.05042356
10.13977227,34.96647618
10.07524129,34.9796108
10.56770088,36.1773125
10.208983,35.098667
9.986496911,34.77554823
10.34917118,35.96030566
10.601833,36.076233
9.638648265,35.9383813
9.677195534,36.12397926
10.26998272,36.1331497
11.32007059,35.95907627
10.773317,36.276
11.06262877,36.39964934
10.583333,35.8
11.0413088,36.32731372
10.01185245,35.21546298
10.53724378,36.20320103
9.104637729,36.15401996
10.45195755,34.40511374
10.83267766,35.8757872
10.47851868,35.65792375
11.15266758,35.14579236
10.43863257,35.03367216
11.2541,36.373333
10.42226823,36.1331497
10.57598141,35.7645236
10.76699819,34.63354199
11.095417,36.416903
11.09613158,36.40345647
10.65754933,36.16436823
11.153533,36.341167
10.48146287,34.7249133
9.822818547,35.41299631
11.1681658,36.00590406
11.10831442,36.49102064
10.20944289,34.77059895
10.18498203,34.52361089
10.323,34.636217
9.493233,35.86835
10.32537023,34.72063027
9.457322409,34.30483463
9.673359842,34.70946266
11.3813215,36.47324869
11.33658764,36.48143403
11.19172605,36.34114101
11.21989887,36.36360312
11.26139667,36.3407603
11.27415058,36.29945285
11.28823699,36.44945408
11.29908733,36.41309591
11.34458263,36.40491057
11.35809796,36.53168825
11.39845362,36.50599007
11.23912491,36.41062127
11.22389636,36.30192749
9.638648265,35.75278334
10.66944029,34.80771854
10.66948947,34.81289387
10.00458081,34.69141048
10.069515,35.275847
11.32406808,35.74035621
10.15633332,34.5050511
11.316167,36.237917
11.265742,35.289111
10.08609163,34.83227458
9.94747375,34.53265285
9.955468739,34.55663781
9.966890152,34.51514001
10.01105295,34.54293212
10.35195,34.757667
9.803992252,34.73635057
9.807561443,34.80107191
9.816603395,34.76585589
9.835543905,34.68969727
9.423772009,34.37883587
9.814252487,35.67283345
9.727849499,34.76109697
9.990113691,34.67009051
11.41201296,36.17322776
10.27054745,35.11209919
10.1776866,34.85213911
10.13349049,34.63011557
10.34916484,34.39178876
9.271675892,36.21755156
9.051385392,36.14002872
10.56455999,35.72188366
9.999060465,34.40454267
9.652420586,34.51363302
9.564398155,34.5137513
10.46889243,34.6970474
9.401405076,34.42380768
10.0438324,34.65924017
10.05925131,34.67979872
10.21572467,34.96761832
10.11120922,35.34589551
9.371317,34.436
9.553928526,34.45616835
9.451373757,34.46901744
10.43197008,34.85768722
10.65183228,34.76393646
10.48613296,35.80107212
9.534892838,34.41785903
10.81211912,36.20320103
10.98531215,35.20607204
9.906549,36.074403
9.523118925,41.98858181
9.49859858,41.95098633
9.526295506,41.92614475
9.515028758,42.05853796
9.554563503,41.99381663
9.587114529,41.99724305
9.519728194,42.01637392
9.459111424,41.84795567
9.453400718,41.6411805
9.602,41.859
9.478385059,41.96573899
9.457207856,41.68995945
9.596049405,41.85998228
9.445203475,41.7559657
9.447487757,41.86618234
9.478147112,41.90815603
9.459111424,41.70352238
9.64136624,42.19825991
9.676487085,42.06691367
9.562380032,42.05377904
9.566270451,42.07290991
9.515980542,41.69781168
9.504594822,41.70571149
9.585972388,42.09403952
9.477909166,41.76277096
7.891083,34.525967
7.288202169,35.30215746
7.292136211,35.28606596
7.302796196,35.23885745
7.346958992,35.27502526
8.334116975,33.54642442
7.220054405,35.31784287
8.139309749,34.19377203
8.1545383,34.32654595
8.222114992,34.07860611
8.178773071,34.85463939
8.281502334,33.99197374
7.774455056,34.64829253
7.553686565,35.01461705
8.300161313,34.10144894
8.306347912,34.07479898
7.355334695,35.09570908
7.132617145,35.31614234
7.443279574,35.04469343
7.216374172,35.27540597
8.197774,34.264701
8.044761827,34.83788799
6.684566737,35.16511147
7.265866961,35.14786686
6.405313194,35.16339825
7.976994777,34.53027127
7.876486344,34.50209845
7.906182018,34.54245411
6.47464117,35.12856294
7.696789449,34.0414348
8.33258143,34.40920429
8.377442201,33.97921983
7.616078132,34.69626247
7.975471922,34.27443162
7.89932917,34.46174279
7.642533,34.255017
8.232072997,34.49905274
7.697550877,34.10158757
8.180787143,34.05359231
8.371160424,33.58194502
7.266247675,35.26131956
8.394257059,34.53560126
8.319192996,33.74869764
7.64425095,34.17316176
8.365335504,33.84490401
8.41558972,33.9081025
8.415437435,33.91160506
7.716586565,33.9805206
7.879532054,34.66428251
8.23435728,34.41072715
8.517644049,34.13571318
9.308852,42.139918
9.292369,42.146168
9.303883,42.103183
9.212278,42.11363
9.265886,42.098926
9.308012,42.17386
9.235958,42.159427
9.346092,42.263946
9.32086,42.124807
9.312305,42.368406
9.312586,42.12268
9.3404,42.206467
9.2995,42.09089
9.2,42.0166
9.274785,42.188006
9.304435,42.113161
9.353783,42.104633
9.233,42.248
9.32281,42.146503
9.225112,42.176608
9.238174,42.035172
9.303117,42.124267
9.306633,42.136417
9.303867,42.126133
9.309344,42.136267
9.246613,42.221866
9.311233,42.138045
9.351199,42.138837
9.263988,42.14829
9.383389,42.24678
9.3036,42.121983
9.09269,36.956978
8.26347,35.9074
8.2722,39.8973
9.09251,41.275
5.8226,39.7362
5.85687,39.7231
6.33635,38.2293
8.45011,36.6885
9.31354,42.2653
7.28331,40.1226
8.17227,37.5694
8.53425,34.7537
8.36446,36.2463
8.24689,35.1674
8.487667,39.82655
8.473083,39.820019
9.35814,35.323
6.12317,39.3969
8.65002,38.7838
9.66787,37.3256
8.38139,35.965
8.3811,35.9704
8.7876,39.0841
7.006,39.392783
6.93518,41.0466
6.98886,41.1015
8.542583,39.272283
10.0106,38.5957
7.60078,41.4602
8.35933,35.4593
7.789917,39.891783
8.34457,35.4479
6.25828,38.585
8.32539,38.3625
8.56431,35.5898
9.00761,41.2207
9.33444,37.0919
8.27658,35.0368
9.84277,38.7724
9.89491,36.3976
5.8833,38.9833
5.873967,38.98745
7.76754,38.8847
8.62496,35.8312
8.537333,38.9035
7.25598,40.6714
3.91962,38.8652
3.92419,38.8734
8.16127,35.7328
7.855,36.585633
8.21122,35.5049
10.1347,36.9405
10.1435,36.9463
9.21273,41.9334
7.03995,40.6479
9.156433,35.471083
7.2901,38.358283
8.64761,37.252
8.66646,37.7021
7.56847,40.0471
8.024683,37.202267
8.54099,39.6487
8.37352,38.3183
8.28366,35.534
8.04853,39.4193
8.71033,34.748
8.00735,41.137
9.24029,41.9415
7.08667,38.1529
8.81886,39.8816
7.25,39.9333
9.73211,37.1983
8.59182,35.6228
8.43439,37.4562
8.48636,36.7883
7.37844,39.7605
4.79399,38.531
4.79616,38.5294
6.88236,39.3217
6.88674,39.3262
7.32176,40.0641
6.7924,38.6811
9.71091,34.9351
9.36484,35.1225
8.975717,37.8374
8.9765,37.843117
9.98278,38.5536
7.58549,38.8441
7.33507,39.8701
7.96002,40.2411
7.86303,40.0773
7.7857,40.035
7.79308,39.8812
8.16164,39.5283
8.30431,39.0956
9.54873,35.2593
9.38244,35.537
9.3723,35.4665
9.19176,35.5682
8.70632,35.452
8.99257,42.0131
8.69054,40.0636
7.82435,38.6865
9.57325,38.0309
9.79667,37.0204
6.405067,39.589
5.92159,38.9139
8.28762,40.0077
8.83272,36.2776
8.56897,34.8496
8.17459,39.1779
7.90406,37.1704
8.51118,39.4808
7.97202,39.06
4.14039,37.893
4.14153,37.8979
8.21849,38.579
8.41975,39.6736
8.80858,40.4139
8.8122,40.4151
8.81256,40.4105
9.08062,39.2644
8.63638,34.8109
8.9828,35.2457
4.96097,37.972
9.90498,36.5645
6.06639,39.1556
9.0469,40.9263
7.27752,40.8625
9.48325,36.521
9.54949,36.4643
8.7518,36.491667
7.343133,38.675717
7.54705,39.3946
9.17005,40.65895
8.502733,40.02195
7.938207,39.134274
7.759044,37.223399
8.791561,38.334259
8.64523,34.6746
9.03847,41.645
9.38273,38.1202
7.973,39.126567
7.29111,39.6413
8.303217,36.94175
8.5364,38.2544
,
7.91767,37.3648
10.0238,38.3553
8.8445,38.4219
8.40686,39.3376
8.4,39.3166
7.66558,36.9909
9.12486,41.0241
9.53384,39.0532
9.59077,39.1197
9.10305,35.39255
9.876947,36.62496
9.24011,42.2254
9.23891,42.219
9.05166,42.2837
9.02714,42.3258
9.02847,42.3283
9.22175,42.3367
9.27118,42.2355
7.69756,36.9319
10.118,38.637
7.903216,36.782457
8.28198,39.2663
9.07862,41.862
7.04196,39.3557
9.119467,37.08
5.35999,39.2886
7.73944,37.1592
7.05652,40.4894
7.10307,40.572
6.4166,39.75
6.09973,38.5091
5.87312,38.3791
8.53963,36.3681
9.00589,42.1007
7.90093,36.4383
8.27595,35.7411
8.91218,36.8852
8.81938,36.9209
5.42922,38.4768
5.42925,38.481
7.74842,36.8556
9.51665,38.7008
9.08535,41.0527
9.22212,37.238
8.6247,36.5341
8.452433,36.354533
9.108817,41.640733
9.45558,42.3038
8.94915,35.1557
6.31933,39.1487
8.98781,35.1188
8.89924,40.7712
8.904117,40.768717
9.58777,38.7471
8.29709,37.1163
9.339417,34.523317
9.1238,41.2192
9.29015,41.8413
9.30244,41.8577
7.63008,36.5668
8.68711,37.2679
9.12089,37.6469
8.61347,38.9431
8.58985,36.474
7.536467,39.254767
9.15294,41.2272
5.02786,37.3238
8.28139,39.1471
6.26103,38.4703
8.7801,37.5686
7.35298,40.2138
9.76975,34.9142
8.79622,41.5369
8.71599,37.0995
6.98218,38.9225
8.90262,40.0106
6.00909,39.9464
8.84573,40.6429
8.6575,41.5851
8.73929,41.6563
9.32248,41.8252
9.14974,41.6278
8.96592,42.144
8.3322,35.3717
9.08696,42.1603
9.09161,42.1961
9.66854,39.0236
9.66999,39.0214
8.22011,36.4503
9.14062,41.957
9.35048,41.2536
9.75232,37.5168
9.43388,42.1745
8.78486,35.1935
9.08449,35.8974
9.06269,34.5661
9.07011,34.5567
9.02094,35.5389
9.383167,35.592967
9.28733,37.0254
7.09488,38.2527
6.89395,40.4633
6.91889,40.5916
8.91728,38.9333
5.20475,38.1696
5.20719,38.1679
8.9,37
8.8933,36.992767
9.4017,41.3868
7.29213,39.5695
9.95359,36.374
7.55459,39.5955
8.50036,40.2247
8.742067,38.9523
8.7525,38.9761
9.16584,42.254745
7.47842,37.0631
8.23036,39.0288
6.18044,38.0605
6.18367,38.0894
5.23599,38.0386
5.08805,39.5549
6.1759,38.136
8.46151,35.8118
8.85771,38.0932
8.86389,38.0906
8.464714,39.450274
8.289683,38.94055
6.72424,39.1809
6.73091,39.1837
8.58976,35.004
8.725733,40.640067
9.1333,42.0666
5.35782,38.3487
7.53166,39.251045
6.51235,41.5744
5.46894,39.3002
3.86794,38.6941
3.86851,38.6998
8.80979,37.7255
9.24716,41.9151
8.89962,37.1256
8.94683,36.9863
9.708,38.6742
8.10153,40.0624
9.54016,34.9844
8.24844,35.6511
9.401641,41.415111
4.13644,38.9348
4.13911,38.9281
8.71559,39.5642
6.00451,37.9687
6.59706,41.3964
6.35755,38.6084
6.77165,38.6963
6.47761,41.2546
8.97956,41.6932
8.2833,39.4
8.212904,38.948524
9.27216,41.0166
8.7666,35.8
6.90392,39.455
5.54955,38.2839
9.69191,35.1101
6.20043,38.161
9.1251,35.7379
7.3479,40.5813
5.03507,39.4684
7.72125,38.638667
7.11702,38.9714
6.57277,39.1228
7.70937,37.0967
5.75724,39.1287
6.48381,39.4354
9.2382,38.9467
5.21442,39.5278
6.87751,39.2522
8.276217,35.091567
9.29084,41.314
7.2874,39.973
9.34508,41.7859
9.35341,41.7459
9.03429,41.6462
8.95416,40.4508
8.63551,35.2205
8.819083,41.557983
9.10621,34.7888
8.80345,34.8013
8.43596,38.7247
8.2927,35.4669
7.80112,37.0434
7.93347,37.2052
7.93438,37.2002
8.77298,38.1443
9.06968,35.6254
9.51206,42.1612
9.51644,42.1577
9.00889,34.5475
7.73985,36.7254
8.70129,37.6361
9.76053,37.5553
9.4,41.5666
8.83438,35.1521
7.0745,40.7467
8.254217,40.124383
9.303783,38.757167
8.5738,37.5153
8.22655,35.5673
8.2847,35.7042
9.01992,38.9517
9.26378,41.894
9.26675,41.8918
8.972833,39.10915
9.48307,37.9983
10.0393,36.8714
9.19159,41.3069
9.19373,41.3107
9.83964,36.3886
7.83721,38.8527
7.61466,37.3455
9.2741,41.6032
6.05827,38.0999
9.26515,35.4689
9.21201,35.4104
8.93409,35.5368
6.09999,38.9258
7.89661,36.4918
8.84923,37.4755
8.85019,37.4669
8.5988,36.925
8.20741,35.453
3.83341,38.3966
8.81421,37.1577
9.34936,42.5582
9.37296,42.6179
9.5115,42.61865
8.67749,41.7698
7.75,36.2833
9.05726,40.850053
8.51609,38.4525
7.165,39.5917
9.28346,41.3614
7.26544,39.1537
8.07203,39.8847
8.10927,39.9803
8.05401,40.0234
8.03543,40.0106
8.142583,39.9085
8.92929,35.8352
8.06996,37.3168
6.10578,38.0928
8.97014,41.7877
7.69972,39.9926
7.89106,37.3866
9.43159,41.5174
5.96106,38.5224
8.72554,35.5369
9.55202,36.7603
9.12406,35.7562
9.44119,39.3361
8.524783,34.806667
8.071483,36.457167
8.533801,34.808177
8.33841,36.8023
8.14516,36.7075
8.86662,37.3799
8.8552,37.3061
5.86109,38.5858
9.79816,38.2264
7.51423,38.7727
8.72712,38.0567
7.30101,38.4215
9.71973,38.1396
8.78107,35.7099
9.56032,39.2941
9.77342,36.4292
8.99633,41.4794
7.57449,36.7578
8.73465,39.008535
9.626117,38.83515
8.09833,35.3646
9.275569,41.406741
5.13319,37.9419
5.13547,37.9424
5.23253,38.0382
8.68196,36.3475
9.33739,35.5221
9.68674,37.537512
8.596833,36.109367
9.91043,36.4598
8.44757,38.7912
7.79503,37.2094
8.70541,39.199
9.19805,38.4213
10.2052,38.7771
8.30061,36.5102
4.36247,38.2825
4.54801,38.1665
4.46071,38.1819
10.3053,38.6446
8.519767,34.804783
8.67104,38.5559
8.2844,36.7842
8.26023,39.6865
8.52575,39.38
9.27708,35.6981
3.61668,38.9145
8.325133,39.331667
5.90259,39.3596
8.69028,38.8977
9.31613,41.0527
8.73917,40.5288
7.45443,37.0288
9.17752,38.9265
7.4974,36.7145
8.78054,38.7181
7.02844,40.3251
6.79988,38.7904
4.22135,38.7245
6.78123,41.0937
4.30703,37.9947
4.30855,38.0015
6.30958,38.5294
6.69728,40.874
5.63948,38.2895
7.56331,37.0326
6.36809,38.1807
6.42481,38.0385
4.91785,38.1983
8.81015,40.7712
4.8082,38.3262
9.58655,37.1781
6.43845,40.9402
8.4162,35.9416
8.73384,35.7532
8.9789,36.4399
9.0006,36.499
7.75714,39.2502
6.72535,38.8398
8.65266,40.4637
8.0566,39.553783
4.25858,37.7022
4.25965,37.6984
4.49194,37.7356
8.8691,41.5329
5.850563,38.640359
8.63172,40.2298
9.1813,35.6245
7.1,39.7833
9.87811,38.4685
10.1866,36.6593
7.43271,40.5839
8.75033,39.8359
7.71531,40.6755
8.78864,37.2935
9.02437,35.7857
8.93585,34.8896
9.11662,41.573
7.98354,36.1159
9.285767,41.091017
8.08376,37.4598
6.974333,39.186683
6.237,38.1219
8.5,39.55
8.652816667,39.54128333
7.86261,36.2017
9.91923,38.4446
7.76176,40.8274
7.76518,40.8343
9.52194,39.1665
4.35604,38.2654
9.02873,35.8466
8.5742,36.0433
8.790967,38.891683
8.7912,38.899
8.96117,41.1065
6.82122,38.7627
6.85319,38.763
8.687,37.948
9.37438,41.2195
9.27211,42.406
9.29815,42.4197
9.71628,38.7781
9.23196,41.2449
9.2833,41.2193
9.10223,41.3561
9.07793,41.0022
9.41671,41.7595
9.27896,41.1552
9.12459,42.1235
5.71548,38.4864
8.40069,39.678
9.5063,42.1139
8.81181,34.8973
9.01525,41.5373
8.98832,40.7606
7.88435,41.1244
9.902033,38.519483
6.71804,40.4019
8.28588,38.7177
8.41891,36.1381
9.08714,38.5322
9.62909,37.5147
9.16948,40.9394
4.96468,37.8921
8.85594,40.3629
8.74058,36.9608
8.70975,35.4562
8.94566,38.3105
9.49395,37.2844
8.85969,38.8885
9.52634,42.2383
9.27805,42.2531
8.53842,35.4425
8.54413,35.4353
6.97155,39.0153
7.00084,40.5717
7.46928,36.8259
7.24676,40.1753
7.28886,38.6512
7.01306,39.9121
6.93507,40.3457
